repo,path,id,group,stated_status_line,lifecycle_phase,owner,baseline_status,baseline_closed,last_git_commit_date,last_git_commit,age_days,evidence_line,evidence_quote,evidence,classification_method,checked_boxes,unchecked_boxes,source_sha256,retirement_candidate,retirement_reason,duplicate_id_across_repos
futon0,futon0/holes/missions/M-capability-zones-S1-handoff.md,M-capability-zones-S1-handoff,undetermined,,,,unknown,no,2026-07-22T12:27:00+01:00,a060f337d36283b1975a6eb4266cdad80bc0cb29,61,,,No recognized document status/lifecycle field in first 80 lines; later section statuses are not promoted to mission status.,no-header,0,0,b0c3f1bb9125b262052dd3314b230b48f6a7b326dea9d738885d5003a819f4c8,no,,
futon0,futon0/holes/missions/M-capability-zones-S1.5-acceptance.md,M-capability-zones-S1.5-acceptance,undetermined,,,,candidate for,no,2026-07-22T12:27:01+01:00,530d818ce14d9bcd018250ed58a5c3bb96f7be76,61,,,No recognized document status/lifecycle field in first 80 lines; later section statuses are not promoted to mission status.,no-header,0,0,d3a7c3f0604b100cb301a34bd53ab89f19849795fda0458d5e365a545a8feb6d,no,,
futon0,futon0/holes/missions/M-capability-zones-S1.5-handoff.md,M-capability-zones-S1.5-handoff,undetermined,,,,unknown,no,2026-07-22T12:27:01+01:00,8855d44d2dadcbb1b82136048cc7d8af6a9f1ce1,61,,,No recognized document status/lifecycle field in first 80 lines; later section statuses are not promoted to mission status.,no-header,0,0,64634ce0f6fb29088ebf82d94f1918defbfc07ef14576d35ced4b3d8fbd9db52,no,,
futon0,futon0/holes/missions/M-capability-zones-S2a-handoff.md,M-capability-zones-S2a-handoff,undetermined,,,,unknown,no,2026-07-22T12:27:01+01:00,67407daa3a7176f8915bc2b328e8ae9e1c8d72f8,61,,,No recognized document status/lifecycle field in first 80 lines; later section statuses are not promoted to mission status.,no-header,0,0,92f0fe4bf331259f3f42817b6a191a97830a5c68864b8bd37e0aae6313452a78,no,,
futon0,futon0/holes/missions/M-capability-zones-S2b-handoff.md,M-capability-zones-S2b-handoff,undetermined,,,,unknown,no,2026-07-22T12:27:01+01:00,67407daa3a7176f8915bc2b328e8ae9e1c8d72f8,61,,,No recognized document status/lifecycle field in first 80 lines; later section statuses are not promoted to mission status.,no-header,0,0,fcfd4928c3c031f74ab71862af915243af9a2569e32ac36b498e88f503710d15,no,,
futon0,futon0/holes/missions/M-capability-zones-S3-handoff.md,M-capability-zones-S3-handoff,undetermined,,,,"restored` answered a manual whistle-ping immediately and went `idle`, but the",no,2026-07-22T12:27:01+01:00,ce4c1b450a11711a820aa5d63a2494bb866c8ed8,61,,,No recognized document status/lifecycle field in first 80 lines; later section statuses are not promoted to mission status.,no-header,0,0,e0498e48a4a356585160316e4a7b02a6c02492ac2806c11eeb521590cf66be4a,no,,
futon0,futon0/holes/missions/M-capability-zones.md,M-capability-zones,open,L4: **Status:** INSTANTIATE (S1) — chartered 2026-07-19 (claude-9 draft from the morning-after,L4 (status phase mentions): INSTANTIATE,L8: claude-9 (ground control); claude-3 holds the owner seat for S1 dispatch/review,instantiate (s1) — chartered 2026-07-19 (claude-9 draft from the morning-after,no,2026-07-22T12:27:01+01:00,5d85b348abf089c004e4c41422d48f24dc7b2187,61,4,**Status:** INSTANTIATE (S1) — chartered 2026-07-19 (claude-9 draft from the morning-after,Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,85e92f3c6f5d2b48e19ea0d045b3505ae48f511fc8e6121630e67e7fb784f86b,yes,Open; last Git touch 2026-07-22 UTC (61 days before census date).,
futon0,futon0/holes/missions/M-futon-problems.md,M-futon-problems,open,"L4: **Status:** HEAD (drafted 2026-08-21, claude-13 + Joe, emacs-repl)",L4 (status phase mentions): HEAD,L7: unassigned (drafted by claude-13),"head (drafted 2026-08-21, claude-13 + joe, emacs-repl)",no,2026-08-25T18:55:49+00:00,35efefc39feab6bfdcbf46cd9907479781711368,27,4,"**Status:** HEAD (drafted 2026-08-21, claude-13 + Joe, emacs-repl)",Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,f458fc1a20ac665b998dc5889346ece606e5a285098500135106f7efec13e15e,no,,
futon0,futon0/holes/missions/M-futonzero-capability.md,M-futonzero-capability,closed-unwitnessed,L4: **Status:** COMPLETE (2026-03-04),,,complete (2026-03-04),yes,2026-06-09T14:34:26+01:00,42d07a7cb3619a49fe282f413b6bbe8954fa5be0,104,155,- [ ] **G5 Task Specification:** capability/functioning/conversion-factor,"COMPLETE banner and later implemented monitor are documented, but eight mission gate obligations at 155–166 remain unchecked; no explicit retirement of that checklist.",manual,19,8,8ce2b2563a59da9de973f83b4ba742e15499d53290b7b2f5212285552c1cf2e6,no,,
futon0,futon0/holes/missions/M-futonzero-generative.md,M-futonzero-generative,open,L4: **Status:** HEAD / IDENTIFY charter,"L4 (status phase mentions): HEAD, IDENTIFY",L5: Joe + agents,head / identify charter,no,2026-06-11T14:08:30+01:00,84916c9eeb2c099d58b5480896bcb7b4309497b7,102,4,**Status:** HEAD / IDENTIFY charter,Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,5,2,bd197bf02abd109a2c818ffb3f4b6097080016628cb57ef96bfa1ebb8aa00b3f,yes,Open; last Git touch 2026-06-11 UTC (102 days before census date).,
futon0,futon0/holes/missions/M-futonzero-mvp.md,M-futonzero-mvp,open,L4: **Status:** IDENTIFY (mission proposal),L4 (status phase mentions): IDENTIFY,,identify (mission proposal),no,2026-03-04T20:13:32+00:00,eaa2bcb4175826be35cce8d70efa8eada5dd9c5f,201,4,**Status:** IDENTIFY (mission proposal),Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,8,fe9121bf61455653383c24014715e3ed8c2ee6c8f87da851894e0c213bfc510e,yes,Open; last Git touch 2026-03-04 UTC (201 days before census date). Named successor M-futonzero-capability: futon0/holes/missions/M-futonzero-capability.md:10 explicitly supersedes this document.,
futon0,futon0/holes/missions/M-futonzero-prelim-practice.md,M-futonzero-prelim-practice,open,L3: **Status:** HEAD — operator shape captured 2026-08-15. Not yet IDENTIFY.,"L3 (status phase mentions): HEAD, IDENTIFY",,head — operator shape captured 2026-08-15. not yet identify.,no,2026-08-17T13:20:02+01:00,e3bc39710e3b708f97e18ed3b8e3ad292c7628fb,35,3,**Status:** HEAD — operator shape captured 2026-08-15. Not yet IDENTIFY.,Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,dfc0ead7afba4d92b29df79c325270d4dd62df2e37b655deb8501a990111a5b7,yes,Open; last Git touch 2026-08-17 UTC (35 days before census date).,
futon0,futon0/holes/missions/M-patterns-done-right.md,M-patterns-done-right,open,L1: **Status:** OPEN (drafted 2026-05-04; sibling to M-the-futon-stack).,,L147: Joe — sole operator; defines the cutover for receipts discipline; judges completion criteria.,open (drafted 2026-05-04; sibling to m-the-futon-stack).,no,2026-05-04T19:05:15+01:00,92d064dec17ce5ec0d5915a4431910494473799b,140,1,**Status:** OPEN (drafted 2026-05-04; sibling to M-the-futon-stack).,Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,704eea5d715ce351bc6ae734dd615719ad6c6d783d0938c8a1855ec7f3e3f441,yes,Open; last Git touch 2026-05-04 UTC (140 days before census date).,
futon0,futon0/holes/missions/M-stack-hud-refactor.md,M-stack-hud-refactor,open,L4: **Status:** PARTIAL (Phase 1 shipped 2026-04-25; Phases 2–4 deferred),,L5: Joe,partial (phase 1 shipped 2026-04-25; phases 2–4 deferred),no,2026-05-03T19:03:31+01:00,bc9b39ebd19e0b3ec655c1269ffbd9a7e938f183,141,4,**Status:** PARTIAL (Phase 1 shipped 2026-04-25; Phases 2–4 deferred),Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,8c254a8ab69544f2892e4f25347d7dc04fc2d3721750ccd7cca66559d9126101,yes,Open; last Git touch 2026-05-03 UTC (141 days before census date).,
futon0,futon0/holes/missions/M-the-futon-stack-Q6-r12-design-choices.md,M-the-futon-stack-Q6-r12-design-choices,open,"L3: **Status:** DERIVE phase, pre-INSTANTIATE. Authored 2026-05-21 by claude-9","L3 (status phase mentions): DERIVE, INSTANTIATE",,"derive phase, pre-instantiate. authored 2026-05-21 by claude-9",no,2026-05-26T14:37:59+01:00,41344d639e528091fa4368344ecb9a4ef3411459,118,3,"**Status:** DERIVE phase, pre-INSTANTIATE. Authored 2026-05-21 by claude-9",Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,6059c621b65e8acae7a8787ab140c2f3019460f6ca0a4ddfd8f2f6f54c5fcca4,yes,Open; last Git touch 2026-05-26 UTC (118 days before census date).,
futon0,futon0/holes/missions/M-the-futon-stack.md,M-the-futon-stack,open,L1: **Status:** ACTIVE (since November 2025; mission text drafted 2026-05-01).,,"L160: Joe — sole operator; defines completion criterion (""trust it to code while I sleep""); judges the verification predicates.",active (since november 2025; mission text drafted 2026-05-01).,no,2026-05-26T14:37:59+01:00,41344d639e528091fa4368344ecb9a4ef3411459,118,1,**Status:** ACTIVE (since November 2025; mission text drafted 2026-05-01).,Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,8f984491d5e1cadf3baf7c24aa98c64646f9f62d1f1e51d738871af8b40e635f,yes,Open; last Git touch 2026-05-26 UTC (118 days before census date).,
futon0,futon0/holes/missions/M-usage-hacking.md,M-usage-hacking,open,L4: **Status:** IDENTIFY (mission proposal),L4 (status phase mentions): IDENTIFY,L5: Joe,identify (mission proposal),no,2026-07-22T12:27:00+01:00,e528bd8ca60699e47d521b63d696080cbaa2cbf4,61,4,**Status:** IDENTIFY (mission proposal),Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,8,8e929424cc4d3a0977933552105b1ce8cec61d12448953df54e0d90e114b3170,yes,Open; last Git touch 2026-07-22 UTC (61 days before census date).,
futon1b,futon1b/holes/E-SO-to-XT.md,E-SO-to-XT,undetermined,,,,unknown,no,2026-08-10T18:25:03+01:00,0a470bae44997827b53d3d98a708bb074014e23e,42,,,No recognized document status/lifecycle field in first 80 lines; later section statuses are not promoted to mission status.,no-header,0,0,051dfb11050f8179dd6113e76cde653330cd0c494add65cbbdaf0c513e618170,no,,
futon1b,futon1b/holes/E-xtdb-types-cleanup.md,E-xtdb-types-cleanup,undetermined,,,,unknown,no,2026-08-17T15:38:24+01:00,1d98a0036a5b7c0d860db22c3bb0821f45ecf995,35,,,No recognized document status/lifecycle field in first 80 lines; later section statuses are not promoted to mission status.,no-header,0,0,49bc7e1303f55fd01c85e8b8cd9312f92937c61af92a669bec7f436db78bdcc2,no,,
futon1b,futon1b/holes/M-evidence-landscape-index.md,M-evidence-landscape-index,open,L3: **Status:** IDENTIFY **accepted by Joe 2026-08-17**; MAP + DERIVE + ARGUE +,"L3 (status phase mentions): IDENTIFY, MAP, DERIVE, ARGUE",,identify **accepted by joe 2026-08-17**; map + derive + argue +,no,2026-08-17T08:52:28+01:00,e34870a0a88bb61b478f8a39264ef4e9079ffc8f,35,3,**Status:** IDENTIFY **accepted by Joe 2026-08-17**; MAP + DERIVE + ARGUE +,Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,223fb4084fb2722778128446f5bccc7662c507a3962cee69b9f6cdb2685e05ad,yes,Open; last Git touch 2026-08-17 UTC (35 days before census date).,
futon1b,futon1b/holes/M-xtdb-22x-benchmarking.md,M-xtdb-22x-benchmarking,open,L4: **Status:** OPEN — authored same day as the Henderson call; nothing dispatched yet,,L5: claude (Fable session). Driver: Joe.,open — authored same day as the henderson call; nothing dispatched yet,no,2026-08-06T20:15:56+01:00,6ef81629609342a1d39e884539a632d5d65a2624,46,4,**Status:** OPEN — authored same day as the Henderson call; nothing dispatched yet,Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,4506db946bae9ef233b89b9acdd9781cab91c53c327c4ea3b8b4f78a936e7dd9,yes,Open; last Git touch 2026-08-06 UTC (46 days before census date).,
futon2,futon2/holes/C-futon1b-features.md,C-futon1b-features,open,"L7: **Date:** 2026-07-12 — **Phase: CHARTERED** (RALLY ratified by Joe,","L7: CHARTERED** (RALLY ratified by Joe,",,md`).,no,2026-07-12T10:49:41+01:00,8336a6e8483d9d7c1848950559bbb89a56443815,71,7,"**Date:** 2026-07-12 — **Phase: CHARTERED** (RALLY ratified by Joe,",Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,b795c972a34d67c0e57bfc42a28ac5d4f1e5da9fe4930a414e7457bcdace8cb2,yes,Open; last Git touch 2026-07-12 UTC (71 days before census date).,
futon2,futon2/holes/E-C-realization.md,E-C-realization,undetermined,,,,position — 2026-09-09 sitting,no,2026-09-09T19:55:59+00:00,7a0fe12b0256aae4f7c7173e01dee9b0806daa04,12,,,No recognized document status/lifecycle field in first 80 lines; later section statuses are not promoted to mission status.,no-header,0,0,abaa775db3efad7a57b364615d7ab37df6a871820d11a12c49d36d325767d894,no,,
futon2,futon2/holes/E-C-vector-live.md,E-C-vector-live,closed-witnessed,L3: **Date:** 2026-06-25 · **Status:** DELIVERED through §12 (live C §9 · predictive risk §10 · durable-join steps 1–4 + reconcile §11–12); full PROOF-store promotion stays D4-gated.,,L262: (1) **scale** — the KL,delivered through §12 (live c §9 · predictive risk §10 · durable-join steps 1–4 ,no,2026-07-03T17:34:53+01:00,eb06565f1fab68701425fa9c5241d67d4461eb7c,80,98,"**Exit conditions — met (verified, auditable):**","Five excursion exit conditions explicitly met with live C derivation, freshness/re-ranking checks and c_vector_test.clj; later predictive-risk/durable-join delivery recorded, full PROOF store excluded.",manual,0,0,7dffb96fbe9df99d6473418e97000d71c8ca7abbffb4e343948aa8e84858b290,no,,
futon2,futon2/holes/E-KL-refinements.md,E-KL-refinements,closed-witnessed,"L3: **Date:** 2026-07-03 · **Status:** ✅ **CLOSED** (Joe, 2026-07-03 — ""if the work is",,"L5: claude-5, Joe-assigned 2026-07-03.) All five items resolved same-day: 1+2 built claude-10","**closed** (joe, 2026-07-03 — ""if the work is",yes,2026-07-04T07:33:32+01:00,cd0d25da8a66886b75676e913daca3f5848651db,79,3,"**Date:** 2026-07-03 · **Status:** ✅ **CLOSED** (Joe, 2026-07-03 — ""if the work is","All five exit items individually disposed with commits 0f8d5c6, 22b0024 and eb06565; exit at 89–91 permits the recorded negative/declined outcomes.",manual,0,0,f1627ade93ecf79ccb9f10a95bf93eb5490cf70c13b83915e19e934f9f897142,no,,
futon2,futon2/holes/E-aif-ants-epistemics.md,E-aif-ants-epistemics,undetermined,,,L5: TBD. **Operator:** Joe.,unknown,no,2026-08-02T17:18:49+01:00,0cdd4608601976e702c463a29944b2646d734b37,50,,,No recognized document status/lifecycle field in first 80 lines; later section statuses are not promoted to mission status.,no-header,0,0,6d0656e5a6c3c956663c69b5e842ef6feaeaf8fe263500ff1ff0cbe5559c50db,no,,
futon2,futon2/holes/E-aif-docs-live.md,E-aif-docs-live,open,L3: **Date:** 2026-07-01 · **Status:** CHARTERED — parked; **resume at a pause point** (work in,,"L5: claude-4. | L32: backlinks}`, two state kinds:",chartered — parked; **resume at a pause point** (work in,no,2026-07-10T09:16:13+01:00,ad7e5e7ff04849735297f4f40a2fefe533912e31,73,3,**Date:** 2026-07-01 · **Status:** CHARTERED — parked; **resume at a pause point** (work in,Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,40fe1420214a7625c800e8f65fe276219c65634aea87fbaa8cfc0b3d4f3f73d4,yes,Open; last Git touch 2026-07-10 UTC (73 days before census date).,
futon2,futon2/holes/E-aif-post-mission-mining.md,E-aif-post-mission-mining,open,L3: **Date:** 2026-07-03 · **Status:** LEDGER (so the follow-ons don't evaporate — Joe's ask).,,,ledger (so the follow-ons don't evaporate — joe's ask).,no,2026-07-03T02:04:51+01:00,04c7e8e496489a327590a06ba6f3af72cc60d329,80,3,**Date:** 2026-07-03 · **Status:** LEDGER (so the follow-ons don't evaporate — Joe's ask).,Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,9a0a003ff77d55404d61f130a76cad7d21d0bc1ddfb7f7c9aa0b756d6abc178a,yes,Open; last Git touch 2026-07-03 UTC (80 days before census date).,
futon2,futon2/holes/E-aif2-partB.md,E-aif2-partB,open,"L4: **Status:** **FIRST-PASS DONE (2026-06-24), full adversarial round still optional.** A first-pass triangulation",,L12: claude-1 (charter) → a future single-agent deep-research pass.,"first-pass done (2026-06-24), full adversarial round still optional.** a first-p",yes,2026-06-24T14:46:13+01:00,5a04e84f2d78b03b99b935bbb004ede1d96861a7,89,4,"**Status:** **FIRST-PASS DONE (2026-06-24), full adversarial round still optional.** A first-pass triangulation","Only FIRST-PASS DONE; full adversarial charter is retained as optional hardening at 9–10, without a whole-excursion closure or retirement.",manual,0,0,2b92739ba7712a1725f9d8c1bf108b00951c6f844185cdd8382bae4ef41a66bb,yes,Open; last Git touch 2026-06-24 UTC (89 days before census date).,
futon2,futon2/holes/E-cascade-sampler-four-2026-08-26.md,E-cascade-sampler-four-2026-08-26,undetermined,,,,unknown,no,2026-08-26T13:08:30+00:00,f45f71768b9a5ab4cf431e3eb3e70f0226ab0517,26,,,No recognized document status/lifecycle field in first 80 lines; later section statuses are not promoted to mission status.,no-header,0,0,e1dbbb993cbf2d354ed45d05afb23109b3ff137557ab9432a8de525bbf1c448c,no,,
